"Y_t" "mu_t" "t" "m" "g11" "g21" "g12" "g22" "g13" "g23" "g14" "g24"
-0.0410738074076114 0.0140034677771646 2.08680542 0.000487728958616086 0.00187357297621482 0.0194934628724298 0.00489551199764414 -0.00674799088701829 -0.00623767454746839 0.00170058045303784 0.00466484019563517 0.00071465509059412
0.144460767455424 0.0211725032696668 2.12152764 0.000568093148155669 0.00218228577892394 0.0227054442760107 0.00570215644046809 -0.00785987241276256 -0.00726547011048225 0.00198078889143574 0.00543347633058524 0.000832410405593044
0.0122923131249143 0.0178351312265544 2.15624986 0.000649579640145075 0.00249530981947116 0.0259622816610764 0.00652006583898317 -0.00898728159289374 -0.00830761905010447 0.00226491049835653 0.006212846627383 0.000951810197805761
-0.0505791899803867 0.0184028802301081 2.19097208 0.000732178738507887 0.00281260785113077 0.029263587496597 0.00734914287016275 -0.010130084277011 -0.00936399736104891 0.00255291146617463 0.00700285834876894 0.00107284025985285
0.0208359396586665 0.015839535535657 2.26041652 0.00090067530927247 0.00345987436256603 0.0359980279851236 0.00904040390596524 -0.0124613244134168 -0.0115189376249533 0.00314041395005258 0.00861442879633799 0.00131973339571717
-0.161422092820944 -0.0540408903471868 2.36458318 0.00116151476194484 0.00446186889461985 0.0464232120889367 0.0116585438532831 -0.0160701776884045 -0.0148548716230629 0.00404989136934374 0.0111092045153892 0.00170193387692096
0.0806207021347954 0.0195423009814456 2.50347206 0.0015239734659551 0.00585422590117196 0.0609098960649331 0.0152966729878903 -0.0210849876322753 -0.0194904369151637 0.00531368794361784 0.0145759085153373 0.00223303409841709
0.097599902303861 0.0621336616518678 2.64236094 0.00190256676615388 0.00730856270791212 0.0760414446654435 0.0190967509012662 -0.0263230283401237 -0.0243323511603067 0.00663374154018093 0.0181969304238511 0.00278777587552953
0.0211142591028823 0.0462010875060588 2.67708316 0.00199965232339313 0.00768150934807131 0.0799217426712506 0.0200712337607857 -0.0276662589273959 -0.0255740000282279 0.00697225291621613 0.019125496591237 0.00293003252541365
-0.0744774103122154 -0.0399402724579022 2.78124982 0.00229657398876863 0.00882211090242383 0.0917890541313712 0.023051543930046 -0.0317743289050273 -0.0293713975007093 0.00800753936230655 0.0219653774208041 0.0033651032258912
-0.0851425582423395 -0.151348538173798 2.85069426 0.00249912454875501 0.0096001931729219 0.0998845583066572 0.025084617174982 -0.034576724187905 -0.0319618618360391 0.00871377900008012 0.0239026542160019 0.00366189468401518
-0.145651357348974 -0.0705277399061181 2.88541648 0.00260174467461097 0.00999440042927393 0.103986060950694 0.0261146525018838 -0.0359965284908226 -0.033274293537708 0.00907158793685947 0.0248841552721055 0.00381226097669639
-0.0962906623213914 -0.026724021335888 2.95486092 0.00280961356566545 0.0107929126561888 0.112294127220946 0.0282011077597009 -0.038872505727258 -0.0359327751964967 0.00979637117287017 0.0268722987712416 0.00411684523101205
0.0511845863418435 0.0211857312673541 2.98958314 0.00291483759654786 0.0111971226117942 0.116499702270486 0.0292572794233375 -0.0403283364482892 -0.0372785088209254 0.0101632592301556 0.0278787046451102 0.00427102695017083
0.0182262103182048 0.0501388925721718 3.02430536 0.00302090469079462 0.011604571129943 0.120738972724208 0.0303219132189474 -0.0417958314016759 -0.0386350245709523 0.0105330868239453 0.0288931739234579 0.00442644398561417
0.125820870533958 0.0604074972403527 3.05902758 0.00312780222748384 0.0120152097283423 0.125011434151387 0.0313948824657717 -0.0432748159702165 -0.0400021610347896 0.0109058099484598 0.0299155858946011 0.00458307784427142
0.108067099665987 0.122111711816292 3.12847202 0.00334403765194392 0.0128458613445972 0.13365389251674 0.0335653156460439 -0.0462665486691472 -0.0427676441573068 0.0116597650491259 0.0319837503575105 0.00489992133721402
0.171599992036215 0.0871112663804237 3.16319424 0.00345334980986497 0.0132657755232297 0.138022861088927 0.0346625213196814 -0.0477789408133098 -0.0441656617511928 0.0120409073121717 0.0330292567584193 0.00506009327029704
